grdc/arcid,row,col,arcid
6935390,8919,7665,-99
FR_0000014,8921,7337,-99
HU_0000012,8924,10216,-99
CH_0000048,8925,8063,-99
6939120,8933,7614,-99
6935550,8933,8370,-99
6246120,8937,9488,-99
AT_0000056,8937,9650,-99
6119300,8940,5771,-99
6943180,8944,8473,-99
6742701,8944,12466,-99
6246600,8949,9752,-99
6943110,8953,8427,-99
6139502,8955,7383,-99
6546610,8956,9839,-99
6119320,8959,5767,-99
6939540,8960,7888,-99
6246110,8960,9586,-99
6935330,8962,7785,-99
6943115,8962,8445,-99
6139520,8964,7386,-99
6744100,8968,11163,-99
6939110,8969,7566,-99
6939541,8969,7897,-99
6246130,8969,9180,-99
AT_0000037,8970,9209,-99
FR_0000234,8971,7430,-99
IT_0000216,8977,8906,-99
FR_0000380,8978,5938,-99
FR_0000361,8982,5711,-99
6943170,8983,8384,-99
6939501,8985,8006,-99
6935380,8988,7862,-99
6123710,8991,6968,-99
6349400,8991,9004,-99
6935510,8992,8208,-99
FR_0000100,8995,7466,-99
6943160,9002,8375,-99
AT_0000050,9002,9427,-99
6935387,9003,7812,-99
6123730,9006,6978,-99
6939100,9011,7669,-99
6349410,9016,8933,-99
6935331,9017,7793,-99
6139530,9019,7408,-99
CH_0000099,9019,7876,-99
6546810,9021,9848,-99
6139940,9023,7115,-99
6139501,9024,7359,-99
CH_0000001,9024,8416,-99
6123460,9027,6405,-99
6939510,9027,7921,-99
6123450,9029,6403,-99
6546802,9029,9840,-99
CH_0000009,9030,8050,-99
6546801,9030,9839,-99
6123461,9033,6477,-99
6939200,9036,7653,-99
FR_0000059,9038,7539,-99
6545190,9038,9399,-99
FR_0000058,9040,7531,-99
6939205,9043,7673,-99
CH_0000017,9043,7917,-99
6549110,9045,9234,-99
6948110,9048,8419,-99
FR_0000178,9050,7089,-99
FR_0000011,9050,7269,-99
6139832,9052,7421,-99
6444100,9058,10838,-99
6123370,9060,6610,-99
6549101,9060,9260,-99
CH_0000019,9065,7923,-99
6545601,9065,9662,-99
6139831,9067,7407,-99
6948100,9071,8164,-99
6935520,9071,8200,-99
6444110,9072,10912,-99
FR_0000781,9074,6019,-99
FR_0000023,9074,7234,-99
SI_0000025,9074,9296,-99
6123380,9075,6586,-99
6139640,9080,7269,-99
6545110,9080,9438,-99
6948120,9081,8109,-99
6744200,9081,11117,-99
6549130,9082,9306,-99
6545600,9082,9656,-99
6123810,9083,6273,-99
FR_0000175,9083,7101,-99
6139837,9083,7391,-99
6139960,9083,7504,-99
6939050,9084,7432,-99
FR_0000348,9086,6058,-99
FR_0000748,9086,6931,-99
FR_0000115,9086,7456,-99
FR_0000060,9086,7554,-99
6123800,9087,6244,-99
6939500,9089,7702,-99
6549150,9089,9311,-99
FR_0000025,9091,7246,-99
6123820,9092,6343,-99
FR_0000063,9093,7293,-99
6139840,9093,7573,-99
6123825,9096,6358,-99
SI_0000027,9097,9319,-99
FR_0000351,9098,5905,-99
6545300,9098,9643,-99
6545102,9099,9499,-99
6349300,9101,8667,-99
FR_0000118,9103,7548,-99
FR_0000037,9105,7120,-99
6744201,9109,11658,-99
6948150,9115,8150,-99
FR_0000039,9118,7205,-99
6442600,9118,10484,-99
FR_0000768,9119,6410,-99
HU_0000042,9121,10480,-99
6545120,9123,9651,-99
6123440,9130,6378,-99
FR_0000120,9130,7279,-99
FR_0000346,9134,6058,-99
FR_0000117,9134,7541,-99
6544100,9134,10822,-99
6123470,9136,6522,-99
FR_0000744,9138,6798,-99
6123420,9140,6219,-99
6139850,9143,7420,-99
FR_0000344,9147,6025,-99
6139360,9147,7108,-99
6139810,9149,7365,-99
FR_0000354,9150,6012,-99
6123790,9151,6641,-99
6139391,9153,7295,-99
FR_0000358,9154,6063,-99
6139361,9154,7124,-99
6542100,9154,10525,-99
CH_0000014,9155,8162,-99
6349350,9155,8727,-99
FR_0000108,9158,7478,-99
6348310,9160,7981,-99
FR_0000050,9162,7353,-99
FR_0000107,9162,7447,-99
FR_0000355,9165,6072,-99
6139365,9165,7103,-99
FR_0000109,9170,7495,-99
FR_0000110,9175,7487,-99
6123430,9178,6298,-99
FR_0000706,9181,6856,-99
FR_0000130,9183,7132,-99
FR_0000345,9185,6165,-99
6139825,9186,7464,-99
6139310,9188,7237,-99
FR_0000399,9191,6480,-99
FR_0000743,9191,6863,-99
FR_0000585,9192,6927,-99
FR_0000340,9193,5929,-99
FR_0000343,9194,6035,-99
FR_0000129,9194,7137,-99
FR_0000357,9197,6120,-99
FR_0000342,9204,6021,-99
6744400,9206,11081,-99
FR_0000751,9209,7085,-99
FR_0000584,9210,6960,-99
FR_0000514,9212,6638,-99
FR_0000356,9213,6112,-99
6123740,9213,7050,-99
FR_0000349,9215,5820,-99
FR_0000352,9220,5870,-99
6742700,9225,12602,-99
6348300,9228,7878,-99
FR_0001266,9229,6610,-99
FR_0000511,9233,6647,-99
6542200,9233,10578,-99
FR_0000502,9240,6537,-99
FR_0000752,9242,6991,-99
FR_0000103,9251,7353,-99
RU_0000270,9251,16076,-99
FR_0000519,9252,6112,-99
6139600,9252,7677,-99
FR_0000508,9261,6679,-99
RO_0000002,9261,12048,-99
FR_0000035,9266,7376,-99
6123640,9268,6782,-99
FR_0000482,9278,6464,-99
6124430,9279,6660,-99
6123750,9284,7020,-99
6123760,9285,6945,-99
6124520,9286,6339,-99
6139370,9286,7149,-99
FR_0000454,9294,6334,-99
6124510,9296,6330,-99
6742900,9306,12891,-99
6123770,9308,7011,-99
6983350,9315,15173,-99
FR_0000075,9316,7348,-99
6123641,9321,6726,-99
FR_0000452,9337,6352,-99
6123780,9346,7032,-99
6139725,9350,7483,-99
6983355,9352,15349,-99
6125650,9357,6751,-99
FR_0000074,9358,7307,-99
6139440,9363,7556,-99
FR_0000495,9367,6628,-99
6139735,9372,7408,-99
6348200,9372,8084,-99
2587080,9378,40054,-99
6139283,9379,7601,-99
FR_0000093,9381,7211,-99
6124501,9383,6229,-99
6124200,9386,6088,-99
2914600,9393,24921,-99
FR_0000126,9400,7083,-99
6125640,9401,6740,-99
6139740,9402,7475,-99
6742201,9404,11131,-99
2587081,9406,40096,-99
FR_0000411,9410,6792,-99
FR_0000410,9413,6806,-99
FR_0000594,9415,6997,-99
FR_0000442,9420,6776,-99
6124100,9426,5957,-99
FR_0000739,9426,6923,-99
FR_0000088,9427,7326,-99
FR_0000443,9431,6813,-99
6742200,9431,11379,-99
FR_0000142,9432,7411,-99
6742912,9432,12377,-99
6139130,9433,7317,-99
FR_0000143,9433,7425,-99
6742800,9436,12703,-99
FR_0000427,9443,5850,-99
FR_0000713,9448,6934,-99
6125600,9458,6476,-99
FR_0000444,9460,6652,-99
FR_0000221,9461,6949,-99
FR_0000445,9464,6671,-99
FR_0000415,9467,6794,-99
6139281,9467,7556,-99
FR_0000780,9468,5790,-99
FR_0000413,9472,6683,-99
FR_0000085,9472,7192,-99
6348201,9477,7896,-99
2587082,9483,40160,-99
6125660,9484,6822,-99
FR_0001250,9488,5814,-99
6139260,9491,7535,-99
6139270,9493,7371,-99
FR_0000070,9495,7271,-99
FR_0000431,9496,6083,-99
FR_0000287,9499,5819,-99
6125630,9500,6689,-99
6125100,9501,6053,-99
6125620,9504,6682,-99
6139261,9507,7596,-99
FR_0001284,9512,6900,-99
2587083,9512,40186,-99
6125610,9514,6492,-99
FR_0001280,9514,6867,-99
6125362,9517,6868,-99
FR_0001285,9517,6909,-99
6125361,9519,6838,-99
6125350,9524,6864,-99
6125670,9525,6672,-99
6742552,9538,11709,-99
6128710,9539,7663,-99
6125150,9542,7591,-99
6139255,9548,7506,-99
6125710,9549,6490,-99
FR_0000148,9553,6892,-99
RU_0000276,9573,16183,-99
6125720,9574,6583,-99
6139284,9579,7443,-99
6125320,9580,6701,-99
6139060,9582,6950,-99
6139250,9596,7500,-99
6139210,9601,7560,-99
RU_0000277,9613,16254,-99
6151100,9614,7803,-99
6128701,9622,7726,-99
6139100,9627,7124,-99
FR_0000284,9643,6585,-99
6985100,9646,15521,-99
6983800,9646,16059,-99
IT_0000175,9647,8808,-99
FR_0000289,9652,5704,-99
2587104,9656,40146,-99
RU_0000273,9663,16335,-99
2587103,9667,40111,-99
ES_0000184,9677,4150,-99
ES_0000076,9686,4102,-99
6742500,9689,12085,-99
ES_0000073,9691,4178,-99
FR_0001277,9691,6674,-99
IT_0000177,9695,8633,-99
IT_0000176,9703,8848,-99
2587102,9705,40052,-99
2587105,9705,40091,-99
ES_0000071,9706,4229,-99
ES_0000064,9712,4350,-99
6119010,9717,5795,-99
ES_0000058,9719,4455,-99
6125210,9720,6174,-99
FR_0001306,9722,7374,-99
ES_0000070,9726,4239,-99
6983750,9732,16018,-99
ES_0000049,9739,4585,-99
ES_0000068,9740,4285,-99
ES_0000050,9743,4550,-99
6125200,9743,6077,-99
2914500,9744,24995,-99
FR_0001307,9745,7548,-99
ES_0000057,9746,4544,-99
6545700,9748,10712,-99
ES_0000053,9750,4523,-99
ES_0000047,9751,4730,-99
ES_0000046,9751,4755,-99
ES_0000031,9754,5109,-99
ES_0000029,9754,5201,-99
ES_0000066,9755,4274,-99
ES_0000044,9755,4768,-99
RU_0000275,9755,17059,-99
ES_0000033,9756,5025,-99
ES_0000030,9760,5175,-99
2587101,9760,40006,-99
FR_0000288,9762,5628,-99
ES_0000037,9763,4894,-99
ES_0000040,9764,4875,-99
ES_0000032,9767,5048,-99
ES_0000021,9768,5550,-99
ES_0000020,9769,5585,-99
RU_0000274,9769,16459,-99
ES_0000085,9770,4000,-99
ES_0000056,9771,4589,-99
ES_0000022,9775,5463,-99
ES_0000036,9776,4888,-99
IT_0000164,9776,9185,-99
ES_0000039,9777,4840,-99
ES_0000083,9780,4066,-99
6119040,9780,5790,-99
ES_0000019,9781,5534,-99
FR_0000132,9782,7514,-99
ES_0000048,9784,4683,-99
ES_0000018,9784,5423,-99
ES_0000017,9784,5513,-99
ES_0000038,9787,4824,-99
ES_0000026,9788,5339,-99
6128100,9789,6565,-99
ES_0000028,9791,5269,-99
ES_0000027,9791,5334,-99
ES_0000051,9793,4429,-99
6119020,9794,5856,-99
6128630,9795,7466,-99
6119050,9796,5678,-99
FR_0001248,9797,6005,-99
ES_0000055,9799,4624,-99
ES_0000034,9800,4893,-99
ES_0000121,9804,4154,-99
ES_0000117,9806,4174,-99
FR_0000286,9806,6274,-99
6119120,9808,6062,-99
IT_0000134,9808,8986,-99
6547200,9815,10991,-99
2587106,9818,40005,-99
IT_0000149,9821,9120,-99
ES_0000061,9826,4349,-99
6125250,9828,6425,-99
FR_0001271,9829,6223,-99
IT_0000137,9833,9001,-99
IT_0000136,9835,8983,-99
ES_0000123,9839,4184,-99
6125260,9845,6483,-99
IT_0000147,9846,8770,-99
IT_0000165,9846,9204,-99
ES_0001144,9848,5341,-99
ES_0000093,9849,3924,-99
IT_0000166,9850,9219,-99
ES_0000247,9851,4703,-99
ES_0001007,9852,5699,-99
2587403,9857,40426,-99
6125230,9863,6295,-99
ES_0000220,9864,4827,-99
ES_0000060,9865,4323,-99
ES_0001008,9865,5614,-99
6125730,9872,6180,-99
ES_0000099,9873,4075,-99
ES_0001169,9873,5777,-99
ES_0000100,9876,4074,-99
ES_0001096,9877,5619,-99
IT_0000151,9879,9340,-99
ES_0001009,9880,5570,-99
ES_0001147,9882,5829,-99
2587200,9885,39710,-99
ES_0001029,9886,5184,-99
2587400,9887,40444,-99
ES_0001123,9891,5269,-99
ES_0000103,9893,3999,-99
ES_0001019,9894,5662,-99
ES_0000127,9898,4227,-99
IT_0000135,9903,8911,-99
IT_0000138,9905,8912,-99
ES_0001172,9907,5874,-99
IT_0000172,9907,8980,-99
6125240,9911,6398,-99
ES_0001102,9914,5297,-99
ES_0001015,9916,5308,-99
ES_0001014,9917,5304,-99
ES_0001012,9918,5511,-99
IT_0000184,9919,8931,-99
ES_0001003,9922,5811,-99
IT_0000152,9922,9288,-99
ES_0000149,9924,4384,-99
ES_0001131,9928,5974,-99
ES_0000950,9929,5412,-99
ES_0001006,9930,5689,-99
ES_0001038,9931,5709,-99
ES_0001108,9932,6083,-99
ES_0001107,9933,5760,-99
ES_0000105,9935,3926,-99
2587220,9939,40114,-99
2587210,9942,40064,-99
IT_0000146,9943,9056,-99
ES_0001013,9947,5699,-99
ES_0001053,9947,6200,-99
ES_0001154,9947,6277,-99
ES_0000152,9949,4371,-99
ES_0001109,9949,6047,-99
ES_0000993,9951,5285,-99
IT_0000140,9952,8863,-99
FR_0001299,9953,6716,-99
ES_0001166,9955,6296,-99
ES_0000163,9956,4238,-99
ES_0000982,9960,5356,-99
ES_0000994,9964,6036,-99
ES_0001073,9969,6158,-99
ES_0001068,9971,6181,-99
6150500,9972,8272,-99
ES_0000984,9975,6018,-99
ES_0000212,9978,4940,-99
ES_0000965,9978,6465,-99
ES_0001057,9979,5470,-99
6985400,9979,16248,-99
IT_0000180,9981,9137,-99
IT_0000153,9981,9347,-99
ES_0001060,9982,5844,-99
ES_0001074,9983,6177,-99
ES_0000947,9989,5532,-99
ES_0000966,9993,6348,-99
ES_0000967,9995,6350,-99
IT_0000168,9995,9211,-99
ES_0000981,9997,5225,-99
ES_0000949,9997,5604,-99
ES_0000980,10003,5394,-99
ES_0000948,10003,5568,-99
ES_0001039,10011,6249,-99
ES_0001000,10014,5819,-99
ES_0001094,10016,5271,-99
ES_0000991,10018,5333,-99
ES_0001048,10024,6322,-99
ES_0000990,10033,6095,-99
ES_0000946,10036,5593,-99
ES_0000979,10049,5363,-99
ES_0001127,10049,5935,-99
ES_0001122,10051,5773,-99
ES_0000988,10054,5440,-99
ES_0001028,10058,5974,-99
ES_0001076,10062,5517,-99
ES_0000140,10063,3927,-99
ES_0000266,10064,4617,-99
6985350,10071,16030,-99
6563200,10080,11145,-99
ES_0001126,10084,5898,-99
IT_0000143,10098,9143,-99
ES_0001001,10107,5692,-99
ES_0001111,10108,5572,-99
PT_0000025,10111,3979,-99
ES_0001117,10127,6198,-99
IT_0000173,10131,9319,-99
ES_0000308,10134,4680,-99
ES_0001031,10138,5956,-99
6150400,10145,8178,-99
IT_0000159,10146,9268,-99
IT_0000156,10163,9327,-99
IT_0000174,10164,9510,-99
ES_0001142,10167,5784,-99
ES_0001128,10170,6047,-99
ES_0000961,10193,6082,-99
ES_0000998,10226,5524,-99
ES_0001049,10240,5910,-99
ES_0000195,10251,5166,-99
6112080,10273,4039,-99
ES_0001075,10288,5799,-99
ES_0000954,10294,5659,-99
ES_0001059,10311,5783,-99
ES_0000278,10321,4410,-99
ES_0000386,10331,5298,-99
ES_0000372,10360,5528,-99
ES_0000233,10387,4910,-99
ES_0000353,10392,5379,-99
ES_0000844,10392,6054,-99
ES_0000232,10403,4870,-99
ES_0000861,10412,5766,-99
ES_0000350,10417,5536,-99
ES_0000376,10437,5441,-99
ES_0000352,10450,5257,-99
2588600,10453,39923,-99
ES_0000459,10457,4556,-99
ES_0000473,10461,4871,-99
ES_0000442,10461,4962,-99
ES_0000860,10473,5731,-99
ES_0000192,10477,4755,-99
ES_0000848,10477,5732,-99
ES_0000397,10486,5233,-99
2916680,10499,23287,-99
2589801,10507,39688,-99
2589800,10511,39657,-99
ES_0000414,10518,4535,-99
ES_0000863,10520,5814,-99
ES_0000429,10523,4789,-99
ES_0000849,10544,5692,-99
ES_0000417,10564,4494,-99
ES_0000905,10574,5589,-99
ES_0000446,10575,4583,-99
ES_0000851,10597,5725,-99
2588706,10599,39878,-99
ES_0000430,10604,4324,-99
ES_0000845,10607,5902,-99
ES_0000469,10614,4675,-99
ES_0000470,10617,4699,-99
ES_0000903,10626,5469,-99
ES_0000879,10632,5613,-99
ES_0000907,10638,5625,-99
ES_0000854,10644,5621,-99
2589750,10653,39638,-99
ES_0000433,10662,4320,-99
2589754,10669,39726,-99
ES_0000468,10679,4532,-99
2589751,10683,39699,-99
2589752,10690,39711,-99
ES_0000578,10700,5206,-99
2588705,10708,39871,-99
ES_0000580,10709,5383,-99
2589610,10710,39616,-99
ES_0000593,10713,5381,-99
ES_0000484,10719,4443,-99
ES_0000579,10726,5192,-99
2589753,10733,39696,-99
2588704,10736,39869,-99
ES_0000640,10752,5139,-99
ES_0000583,10757,5070,-99
ES_0000585,10758,5046,-99
2588703,10760,39879,-99
2588702,10811,39881,-99
ES_0000932,10822,5491,-99
ES_0000931,10824,5459,-99
ES_0000546,10826,4943,-99
2589701,10828,39578,-99
ES_0000891,10830,5932,-99
2588701,10856,39905,-99
2589700,10857,39615,-99
2588700,10880,39908,-99
ES_0000898,10903,5796,-99
ES_0000774,10916,5537,-99
2589703,10958,39669,-99
2588620,10990,39811,-99
2589240,11008,39471,-99
2588655,11025,39784,-99
2588651,11057,39780,-99
ES_0000666,11067,5359,-99
TM_0000001,11077,21655,-99
6116100,11079,4112,-99
2588652,11080,39724,-99
ES_0000720,11091,5100,-99
2589550,11102,39424,-99
2589551,11133,39553,-99
ES_0000697,11153,4514,-99
PT_0000014,11155,4181,-99
2588653,11156,39697,-99
ES_0000698,11194,4568,-99
ES_0000716,11206,4497,-99
2677300,11208,36635,-99
2588654,11208,39694,-99
6115800,11209,3968,-99
2589501,11220,39312,-99
2589505,11221,39343,-99
ES_0000717,11231,5054,-99
ES_0000688,11237,5000,-99
2589250,11252,39184,-99
ES_0000722,11264,5147,-99
2217100,11283,22391,-99
2217130,11344,22608,-99
2589502,11344,39194,-99
2217101,11351,22518,-99
2589400,11351,38928,-99
2589506,11370,39152,-99
2588555,11376,39371,-99
2218470,11379,22267,-99
2588561,11387,39340,-99
2589503,11391,39147,-99
2589504,11431,39188,-99
2588560,11449,39379,-99
2694100,11454,36454,-99
2588554,11457,39408,-99
2588553,11462,39452,-99
2588559,11462,39513,-99
2218480,11471,21827,-99
2588552,11473,39481,-99
2588550,11485,39528,-99
2588501,11493,39407,-99
2588557,11514,39596,-99
2218401,11530,21576,-99
MA_0000010,11597,4622,-99
2217120,11614,22484,-99
2217103,11616,22465,-99
2588322,11617,39102,-99
2588483,11620,39247,-99
2588481,11633,39228,-99
2588850,11639,38211,-99
2589420,11643,38349,-99
2588300,11654,38887,-99
2588810,11657,38008,-99
2588301,11663,38871,-99
2240302,11671,22712,-99
2588304,11673,38805,-99
2589410,11687,38431,-99
2217110,11698,22317,-99
2588480,11712,39260,-99
2240301,11719,22628,-99
2240310,11739,22591,-99
CY_0000007,11741,13922,-99
6196200,11752,13894,-99
2218101,11752,21365,-99
2694200,11754,36417,-99
6196600,11755,14014,-99
2589200,11760,37749,-99
MA_0000002,11765,5194,-99
6196650,11773,14034,-99
2589201,11773,37834,-99
2240300,11775,22676,-99
2240210,11783,23073,-99
2180712,11787,29562,-99
2589100,11791,38186,-99
2588320,11794,39073,-99
2588200,11803,38553,-99
2589202,11805,37881,-99
6196040,11821,13797,-99
2589320,11822,38151,-99
2180600,11825,31170,-99
6196500,11826,13996,-99
2589310,11828,38083,-99
2589101,11828,38181,-99
6196060,11829,13815,-99
6196080,11833,13824,-99
2588830,11837,37638,-99
2240102,11853,22733,-99
2589360,11860,38548,-99
2240103,11863,22656,-99
2588101,11872,37784,-99
2218203,11874,21661,-99
2588100,11888,37798,-99
2588920,11888,38797,-99
2589350,11939,38475,-99
2218300,11947,21120,-99
2218301,11967,21408,-99
2591800,11984,38208,-99
2591230,12014,38308,-99
2591210,12047,37856,-99
2590200,12060,37375,-99
2588250,12060,38625,-99
2591200,12101,37962,-99
2591201,12108,38020,-99
2591220,12119,37813,-99
2590101,12157,37400,-99
2590100,12163,37318,-99
MA_0000006,12215,4499,-99
CN_0000185,12229,31680,-99
1309620,12242,4642,-99
2590220,12252,37339,-99
2590300,12370,37357,-99
IL_0000001,12386,14368,-99
2181951,12405,33375,-99
2590301,12428,37383,-99
2590400,12491,37535,-99
2590230,12513,37281,-99
2590401,12514,37467,-99
6593700,12520,14348,-99
2181200,12614,30759,-99
CN_0000001,12676,29324,-99
CN_0000052,12987,28027,-99
CN_0000049,13091,28694,-99
CN_0000164,13132,28050,-99
CN_0000048,13136,28070,-99
2548320,13203,25472,-99
CN_0000050,13222,27504,-99
2549240,13445,26062,-99
2550120,13485,26584,-99
CN_0000166,13602,34205,-99
IN_0000003,13964,23343,-99
OM_0000001,14001,19495,-99
CN_0000045,14011,30053,-99
CN_0000035,14144,30136,-99
IN_0000004,14162,23203,-99
CN_0000006,14164,29731,-99
CN_0000034,14239,29675,-99
CN_0000003,14271,30119,-99
OM_0000002,14279,19437,-99
IN_0000005,14311,23410,-99
IN_0000006,14331,23400,-99
IN_0000012,14344,23521,-99
IN_0000056,14354,28038,-99
OM_0000003,14374,19643,-99
CN_0000015,14380,29848,-99
IN_0000017,14381,23871,-99
IN_0000018,14430,23813,-99
CN_0000027,14436,29755,-99
IN_0000019,14457,23792,-99
CN_0000028,14477,29817,-99
2124150,14500,19568,-99
IN_0000009,14508,23283,-99
CN_0000025,14539,31003,-99
IN_0000016,14555,23932,-99
IN_0000026,14565,25118,-99
IN_0000244,14591,25731,-99
IN_0000020,14626,23836,-99
IN_0000028,14632,24963,-99
IN_0000008,14649,22983,-99
IN_0000027,14657,25041,-99
IN_0000029,14658,24910,-99
IN_0000030,14659,24803,-99
CN_0000040,14674,30855,-99
IN_0000254,14684,26692,-99
IN_0000031,14697,24655,-99
IN_0000025,14697,25349,-99
IN_0000253,14740,26752,-99
IN_0000021,14751,23554,-99
IN_0000033,14761,24478,-99
IN_0000089,14788,25175,-99
IN_0000229,14802,26425,-99
IN_0000224,14822,26351,-99
IN_0000241,14852,26162,-99
IN_0000035,14855,24163,-99
IN_0000231,14863,26561,-99
IN_0000242,14883,25969,-99
MM_0000002,14884,29049,-99
IN_0000088,14907,25242,-99
IN_0000226,14919,26386,-99
IN_0000234,14946,25869,-99
IN_0000246,14948,25763,-99
IN_0000010,14959,22843,-99
IN_0000245,14962,25805,-99
IN_0000095,14970,25260,-99
IN_0000232,14988,26860,-99
IN_0000040,14998,24420,-99
CN_0000018,15016,30373,-99
IN_0000039,15022,23511,-99
IN_0000251,15038,25582,-99
IN_0000042,15047,24296,-99
IN_0000248,15063,25499,-99
IN_0000093,15067,25015,-99
IN_0000230,15069,26669,-99
IN_0000240,15124,26049,-99
IN_0000236,15126,25650,-99
IN_0000225,15132,26458,-99
IN_0000227,15136,26524,-99
IN_0000223,15147,26643,-99
IN_0000044,15149,24477,-99
IN_0000051,15153,23516,-99
IN_0000237,15203,26093,-99
IN_0000233,15218,26348,-99
IN_0000080,15228,24797,-99
IN_0000086,15231,24914,-99
2969019,15304,29953,-99
IN_0000238,15311,25973,-99
IN_0000053,15336,23585,-99
2969009,15354,29844,-99
2469400,15367,30545,-99
2969014,15372,29936,-99
2969013,15379,29963,-99
2969029,15393,29960,-99
IN_0000082,15404,24858,-99
IN_0000055,15428,23503,-99
2969025,15432,29884,-99
2969030,15434,30045,-99
IN_0000252,15476,26372,-99
2969016,15497,29869,-99
IN_0000078,15520,25081,-99
IN_0000072,15528,25365,-99
IN_0000272,15533,25736,-99
IN_0000077,15535,25652,-99
IN_0000073,15580,25512,-99
IN_0000076,15596,25495,-99
2261510,15622,29160,-99
IN_0000071,15635,25282,-99
IN_0000169,15636,26129,-99
2469055,15686,30562,-99
IN_0000096,15691,25153,-99
IN_0000067,15692,25714,-99
IN_0000061,15699,25294,-99
2469141,15715,30602,-99
2469058,15739,30609,-99
IN_0000306,15747,25599,-99
IN_0000161,15764,26132,-99
IN_0000314,15783,23588,-99
IN_0000147,15861,24002,-99
2969430,15863,30400,-99
2969090,15869,30652,-99
IN_0000099,15888,25534,-99
2969069,15910,30338,-99
IN_0000167,15915,25919,-99
IN_0000144,15951,24212,-99
IN_0000100,15964,25532,-99
2969435,15975,30303,-99
2469102,15985,31150,-99
2969460,16006,30425,-99
2969437,16010,30275,-99
IN_0000098,16019,25598,-99
IN_0000138,16031,24517,-99
2469098,16061,31195,-99
2969071,16066,30363,-99
IN_0000119,16099,25285,-99
TH_0000146,16112,30521,-99
IN_0000123,16130,25041,-99
IN_0000116,16131,23911,-99
IN_0000139,16143,24510,-99
IN_0000118,16148,25276,-99
IN_0000115,16155,23904,-99
IN_0000157,16157,23897,-99
ML_0000030,16163,5270,-99
2969417,16166,31128,-99
IN_0000156,16185,23829,-99
IN_0000155,16186,23880,-99
TH_0000149,16200,30510,-99
ML_0000029,16255,5188,-99
2469120,16274,31275,-99
IN_0000259,16276,24249,-99
2969115,16306,30966,-99
IN_0000149,16351,24174,-99
ML_0000032,16400,6119,-99
2964160,16475,29889,-99
2969124,16479,30998,-99
2969101,16481,31318,-99
2969220,16502,31259,-99
2969211,16584,31219,-99
NE_0000002,16619,6142,-99
IN_0000165,16627,24880,-99
2969210,16632,31236,-99
2369800,16717,31920,-99
IN_0000128,16742,24157,-99
1234130,16862,6387,-99
1134250,16867,4548,-99
2569005,16912,31426,-99
1234150,16915,6499,-99
IN_0000310,16915,23971,-99
IN_0000316,16968,23995,-99
IN_0000204,17044,24249,-99
NE_0000007,17051,6531,-99
IN_0000203,17052,24188,-99
1134100,17071,4187,-99
IN_0000210,17146,24753,-99
IN_0000178,17159,24230,-99
IN_0000196,17179,24526,-99
1537100,17252,9606,-99
IN_0000209,17264,24954,-99
BJ_0000017,17308,6815,-99
1734600,17342,6797,-99
1134030,17356,3920,-99
2569002,17380,31187,-99
IN_0000267,17506,24249,-99
NG_0000009,17536,8305,-99
IN_0000277,17544,24287,-99
IN_0000275,17572,24377,-99
IN_0000274,17577,24356,-99
1634800,17608,3917,-99
1634420,17615,3665,-99
IN_0000219,17759,24596,-99
IN_0000269,17762,24391,-99
IN_0000268,17774,24354,-99
1531450,17833,5738,-99
IN_0000281,17837,24385,-99
IN_0000285,17903,24396,-99
IN_0000284,17948,24407,-99
IN_0000263,17982,24422,-99
IN_0000216,18023,24635,-99
IN_0000282,18068,24443,-99
IN_0000215,18068,24680,-99
1577101,18148,15306,-99
BJ_0000001,18455,6451,-99
2357750,18675,25246,-99
5222150,18766,30149,-99
5231700,18887,34222,-99
5222300,18906,30164,-99
1526300,18920,5607,-99
1425500,19105,4184,-99
1749100,19113,10462,-99
5222600,19123,30261,-99
5226300,19247,30326,-99
5226500,19342,30345,-99
5226800,19476,30403,-99
5229200,19620,30861,-99
